state_of_residence,state_of_residence_code,year,year_code,month,month_code,weekday,weekday_code,time_of_day,time_of_day_code,births,delivery_method
Indiana,18,2023,2023,June,6,Weekend,1,12:00 - 14:59,4,139,vaginal
Indiana,18,2023,2023,June,6,Weekend,1,15:00 - 17:59,5,120,vaginal
Indiana,18,2023,2023,June,6,Weekend,1,18:00 - 20:59,6,115,vaginal
Indiana,18,2023,2023,June,6,Weekend,1,21:00 - 23:59,7,124,vaginal
Indiana,18,2023,2023,June,6,Weekday,2,00:00 - 02:59,0,339,vaginal
Indiana,18,2023,2023,June,6,Weekday,2,03:00 - 05:59,1,366,vaginal
Indiana,18,2023,2023,June,6,Weekday,2,06:00 - 08:59,2,369,vaginal
Indiana,18,2023,2023,June,6,Weekday,2,09:00 - 11:59,3,465,vaginal
Indiana,18,2023,2023,June,6,Weekday,2,12:00 - 14:59,4,570,vaginal
Indiana,18,2023,2023,June,6,Weekday,2,15:00 - 17:59,5,608,vaginal
Indiana,18,2023,2023,June,6,Weekday,2,18:00 - 20:59,6,490,vaginal
Indiana,18,2023,2023,June,6,Weekday,2,21:00 - 23:59,7,450,vaginal
Indiana,18,2023,2023,July,7,Weekend,1,00:00 - 02:59,0,162,vaginal
Indiana,18,2023,2023,July,7,Weekend,1,03:00 - 05:59,1,135,vaginal
Indiana,18,2023,2023,July,7,Weekend,1,06:00 - 08:59,2,143,vaginal
Indiana,18,2023,2023,July,7,Weekend,1,09:00 - 11:59,3,136,vaginal
Indiana,18,2023,2023,July,7,Weekend,1,12:00 - 14:59,4,163,vaginal
Indiana,18,2023,2023,July,7,Weekend,1,15:00 - 17:59,5,189,vaginal
Indiana,18,2023,2023,July,7,Weekend,1,18:00 - 20:59,6,162,vaginal
Indiana,18,2023,2023,July,7,Weekend,1,21:00 - 23:59,7,154,vaginal
Indiana,18,2023,2023,July,7,Weekday,2,00:00 - 02:59,0,368,vaginal
Indiana,18,2023,2023,July,7,Weekday,2,03:00 - 05:59,1,325,vaginal
Indiana,18,2023,2023,July,7,Weekday,2,06:00 - 08:59,2,409,vaginal
Indiana,18,2023,2023,July,7,Weekday,2,09:00 - 11:59,3,413,vaginal
Indiana,18,2023,2023,July,7,Weekday,2,12:00 - 14:59,4,553,vaginal
Indiana,18,2023,2023,July,7,Weekday,2,15:00 - 17:59,5,621,vaginal
Indiana,18,2023,2023,July,7,Weekday,2,18:00 - 20:59,6,466,vaginal
Indiana,18,2023,2023,July,7,Weekday,2,21:00 - 23:59,7,445,vaginal
Indiana,18,2023,2023,August,8,Weekend,1,00:00 - 02:59,0,116,vaginal
Indiana,18,2023,2023,August,8,Weekend,1,03:00 - 05:59,1,118,vaginal
Indiana,18,2023,2023,August,8,Weekend,1,06:00 - 08:59,2,119,vaginal
Indiana,18,2023,2023,August,8,Weekend,1,09:00 - 11:59,3,139,vaginal
Indiana,18,2023,2023,August,8,Weekend,1,12:00 - 14:59,4,118,vaginal
Indiana,18,2023,2023,August,8,Weekend,1,15:00 - 17:59,5,126,vaginal
Indiana,18,2023,2023,August,8,Weekend,1,18:00 - 20:59,6,114,vaginal
Indiana,18,2023,2023,August,8,Weekend,1,21:00 - 23:59,7,121,vaginal
Indiana,18,2023,2023,August,8,Weekday,2,00:00 - 02:59,0,368,vaginal
Indiana,18,2023,2023,August,8,Weekday,2,03:00 - 05:59,1,353,vaginal
Indiana,18,2023,2023,August,8,Weekday,2,06:00 - 08:59,2,392,vaginal
Indiana,18,2023,2023,August,8,Weekday,2,09:00 - 11:59,3,492,vaginal
Indiana,18,2023,2023,August,8,Weekday,2,12:00 - 14:59,4,552,vaginal
Indiana,18,2023,2023,August,8,Weekday,2,15:00 - 17:59,5,650,vaginal
Indiana,18,2023,2023,August,8,Weekday,2,18:00 - 20:59,6,588,vaginal
Indiana,18,2023,2023,August,8,Weekday,2,21:00 - 23:59,7,461,vaginal
Indiana,18,2023,2023,September,9,Weekend,1,00:00 - 02:59,0,138,vaginal
Indiana,18,2023,2023,September,9,Weekend,1,03:00 - 05:59,1,134,vaginal
Indiana,18,2023,2023,September,9,Weekend,1,06:00 - 08:59,2,131,vaginal
Indiana,18,2023,2023,September,9,Weekend,1,09:00 - 11:59,3,134,vaginal
Indiana,18,2023,2023,September,9,Weekend,1,12:00 - 14:59,4,165,vaginal
Indiana,18,2023,2023,September,9,Weekend,1,15:00 - 17:59,5,140,vaginal
Indiana,18,2023,2023,September,9,Weekend,1,18:00 - 20:59,6,142,vaginal
Indiana,18,2023,2023,September,9,Weekend,1,21:00 - 23:59,7,123,vaginal
Indiana,18,2023,2023,September,9,Weekday,2,00:00 - 02:59,0,318,vaginal
Indiana,18,2023,2023,September,9,Weekday,2,03:00 - 05:59,1,334,vaginal
Indiana,18,2023,2023,September,9,Weekday,2,06:00 - 08:59,2,332,vaginal
Indiana,18,2023,2023,September,9,Weekday,2,09:00 - 11:59,3,422,vaginal
Indiana,18,2023,2023,September,9,Weekday,2,12:00 - 14:59,4,593,vaginal
Indiana,18,2023,2023,September,9,Weekday,2,15:00 - 17:59,5,569,vaginal
Indiana,18,2023,2023,September,9,Weekday,2,18:00 - 20:59,6,457,vaginal
Indiana,18,2023,2023,September,9,Weekday,2,21:00 - 23:59,7,424,vaginal
Indiana,18,2023,2023,October,10,Weekend,1,00:00 - 02:59,0,104,vaginal
Indiana,18,2023,2023,October,10,Weekend,1,03:00 - 05:59,1,126,vaginal
Indiana,18,2023,2023,October,10,Weekend,1,06:00 - 08:59,2,124,vaginal
Indiana,18,2023,2023,October,10,Weekend,1,09:00 - 11:59,3,135,vaginal
Indiana,18,2023,2023,October,10,Weekend,1,12:00 - 14:59,4,142,vaginal
Indiana,18,2023,2023,October,10,Weekend,1,15:00 - 17:59,5,143,vaginal
Indiana,18,2023,2023,October,10,Weekend,1,18:00 - 20:59,6,125,vaginal
Indiana,18,2023,2023,October,10,Weekend,1,21:00 - 23:59,7,112,vaginal
Indiana,18,2023,2023,October,10,Weekday,2,00:00 - 02:59,0,359,vaginal
Indiana,18,2023,2023,October,10,Weekday,2,03:00 - 05:59,1,338,vaginal
Indiana,18,2023,2023,October,10,Weekday,2,06:00 - 08:59,2,331,vaginal
Indiana,18,2023,2023,October,10,Weekday,2,09:00 - 11:59,3,440,vaginal
Indiana,18,2023,2023,October,10,Weekday,2,12:00 - 14:59,4,544,vaginal
Indiana,18,2023,2023,October,10,Weekday,2,15:00 - 17:59,5,640,vaginal
Indiana,18,2023,2023,October,10,Weekday,2,18:00 - 20:59,6,510,vaginal
Indiana,18,2023,2023,October,10,Weekday,2,21:00 - 23:59,7,415,vaginal
Indiana,18,2023,2023,November,11,Weekend,1,00:00 - 02:59,0,129,vaginal
Indiana,18,2023,2023,November,11,Weekend,1,03:00 - 05:59,1,105,vaginal
Indiana,18,2023,2023,November,11,Weekend,1,06:00 - 08:59,2,101,vaginal
Indiana,18,2023,2023,November,11,Weekend,1,09:00 - 11:59,3,109,vaginal
Indiana,18,2023,2023,November,11,Weekend,1,12:00 - 14:59,4,111,vaginal
Indiana,18,2023,2023,November,11,Weekend,1,15:00 - 17:59,5,127,vaginal
Indiana,18,2023,2023,November,11,Weekend,1,18:00 - 20:59,6,125,vaginal
Indiana,18,2023,2023,November,11,Weekend,1,21:00 - 23:59,7,109,vaginal
Indiana,18,2023,2023,November,11,Weekday,2,00:00 - 02:59,0,385,vaginal
Indiana,18,2023,2023,November,11,Weekday,2,03:00 - 05:59,1,311,vaginal
Indiana,18,2023,2023,November,11,Weekday,2,06:00 - 08:59,2,335,vaginal
Indiana,18,2023,2023,November,11,Weekday,2,09:00 - 11:59,3,406,vaginal
Indiana,18,2023,2023,November,11,Weekday,2,12:00 - 14:59,4,549,vaginal
Indiana,18,2023,2023,November,11,Weekday,2,15:00 - 17:59,5,583,vaginal
Indiana,18,2023,2023,November,11,Weekday,2,18:00 - 20:59,6,507,vaginal
Indiana,18,2023,2023,November,11,Weekday,2,21:00 - 23:59,7,410,vaginal
Indiana,18,2023,2023,December,12,Weekend,1,00:00 - 02:59,0,152,vaginal
Indiana,18,2023,2023,December,12,Weekend,1,03:00 - 05:59,1,119,vaginal
Indiana,18,2023,2023,December,12,Weekend,1,06:00 - 08:59,2,130,vaginal
Indiana,18,2023,2023,December,12,Weekend,1,09:00 - 11:59,3,158,vaginal
Indiana,18,2023,2023,December,12,Weekend,1,12:00 - 14:59,4,142,vaginal
Indiana,18,2023,2023,December,12,Weekend,1,15:00 - 17:59,5,160,vaginal
Indiana,18,2023,2023,December,12,Weekend,1,18:00 - 20:59,6,133,vaginal
Indiana,18,2023,2023,December,12,Weekend,1,21:00 - 23:59,7,118,vaginal
Indiana,18,2023,2023,December,12,Weekday,2,00:00 - 02:59,0,353,vaginal
Indiana,18,2023,2023,December,12,Weekday,2,03:00 - 05:59,1,309,vaginal
Indiana,18,2023,2023,December,12,Weekday,2,06:00 - 08:59,2,329,vaginal
Indiana,18,2023,2023,December,12,Weekday,2,09:00 - 11:59,3,405,vaginal
Indiana,18,2023,2023,December,12,Weekday,2,12:00 - 14:59,4,541,vaginal
Indiana,18,2023,2023,December,12,Weekday,2,15:00 - 17:59,5,558,vaginal
Indiana,18,2023,2023,December,12,Weekday,2,18:00 - 20:59,6,456,vaginal
Indiana,18,2023,2023,December,12,Weekday,2,21:00 - 23:59,7,438,vaginal
Iowa,19,2023,2023,January,1,Weekend,1,00:00 - 02:59,0,41,vaginal
Iowa,19,2023,2023,January,1,Weekend,1,03:00 - 05:59,1,65,vaginal
Iowa,19,2023,2023,January,1,Weekend,1,06:00 - 08:59,2,54,vaginal
Iowa,19,2023,2023,January,1,Weekend,1,09:00 - 11:59,3,53,vaginal
Iowa,19,2023,2023,January,1,Weekend,1,12:00 - 14:59,4,41,vaginal
Iowa,19,2023,2023,January,1,Weekend,1,15:00 - 17:59,5,63,vaginal
Iowa,19,2023,2023,January,1,Weekend,1,18:00 - 20:59,6,51,vaginal
Iowa,19,2023,2023,January,1,Weekend,1,21:00 - 23:59,7,51,vaginal
Iowa,19,2023,2023,January,1,Weekday,2,00:00 - 02:59,0,148,vaginal
Iowa,19,2023,2023,January,1,Weekday,2,03:00 - 05:59,1,130,vaginal
Iowa,19,2023,2023,January,1,Weekday,2,06:00 - 08:59,2,149,vaginal
Iowa,19,2023,2023,January,1,Weekday,2,09:00 - 11:59,3,180,vaginal
Iowa,19,2023,2023,January,1,Weekday,2,12:00 - 14:59,4,234,vaginal
Iowa,19,2023,2023,January,1,Weekday,2,15:00 - 17:59,5,312,vaginal
Iowa,19,2023,2023,January,1,Weekday,2,18:00 - 20:59,6,216,vaginal
Iowa,19,2023,2023,January,1,Weekday,2,21:00 - 23:59,7,192,vaginal
Iowa,19,2023,2023,February,2,Weekend,1,00:00 - 02:59,0,60,vaginal
Iowa,19,2023,2023,February,2,Weekend,1,03:00 - 05:59,1,68,vaginal
Iowa,19,2023,2023,February,2,Weekend,1,06:00 - 08:59,2,57,vaginal
Iowa,19,2023,2023,February,2,Weekend,1,09:00 - 11:59,3,44,vaginal
Iowa,19,2023,2023,February,2,Weekend,1,12:00 - 14:59,4,49,vaginal
Iowa,19,2023,2023,February,2,Weekend,1,15:00 - 17:59,5,63,vaginal
Iowa,19,2023,2023,February,2,Weekend,1,18:00 - 20:59,6,49,vaginal
Iowa,19,2023,2023,February,2,Weekend,1,21:00 - 23:59,7,42,vaginal
Iowa,19,2023,2023,February,2,Weekday,2,00:00 - 02:59,0,143,vaginal
Iowa,19,2023,2023,February,2,Weekday,2,03:00 - 05:59,1,162,vaginal
Iowa,19,2023,2023,February,2,Weekday,2,06:00 - 08:59,2,124,vaginal
Iowa,19,2023,2023,February,2,Weekday,2,09:00 - 11:59,3,158,vaginal
Iowa,19,2023,2023,February,2,Weekday,2,12:00 - 14:59,4,236,vaginal
Iowa,19,2023,2023,February,2,Weekday,2,15:00 - 17:59,5,254,vaginal
Iowa,19,2023,2023,February,2,Weekday,2,18:00 - 20:59,6,233,vaginal
Iowa,19,2023,2023,February,2,Weekday,2,21:00 - 23:59,7,193,vaginal
Iowa,19,2023,2023,March,3,Weekend,1,00:00 - 02:59,0,47,vaginal
Iowa,19,2023,2023,March,3,Weekend,1,03:00 - 05:59,1,50,vaginal
Iowa,19,2023,2023,March,3,Weekend,1,06:00 - 08:59,2,57,vaginal
Iowa,19,2023,2023,March,3,Weekend,1,09:00 - 11:59,3,65,vaginal
Iowa,19,2023,2023,March,3,Weekend,1,12:00 - 14:59,4,54,vaginal
Iowa,19,2023,2023,March,3,Weekend,1,15:00 - 17:59,5,42,vaginal
Iowa,19,2023,2023,March,3,Weekend,1,18:00 - 20:59,6,59,vaginal
Iowa,19,2023,2023,March,3,Weekend,1,21:00 - 23:59,7,51,vaginal
Iowa,19,2023,2023,March,3,Weekday,2,00:00 - 02:59,0,176,vaginal
Iowa,19,2023,2023,March,3,Weekday,2,03:00 - 05:59,1,165,vaginal
Iowa,19,2023,2023,March,3,Weekday,2,06:00 - 08:59,2,139,vaginal
Iowa,19,2023,2023,March,3,Weekday,2,09:00 - 11:59,3,182,vaginal
Iowa,19,2023,2023,March,3,Weekday,2,12:00 - 14:59,4,275,vaginal
Iowa,19,2023,2023,March,3,Weekday,2,15:00 - 17:59,5,296,vaginal
Iowa,19,2023,2023,March,3,Weekday,2,18:00 - 20:59,6,252,vaginal
Iowa,19,2023,2023,March,3,Weekday,2,21:00 - 23:59,7,199,vaginal
Iowa,19,2023,2023,April,4,Weekend,1,00:00 - 02:59,0,60,vaginal
Iowa,19,2023,2023,April,4,Weekend,1,03:00 - 05:59,1,45,vaginal
Iowa,19,2023,2023,April,4,Weekend,1,06:00 - 08:59,2,77,vaginal
Iowa,19,2023,2023,April,4,Weekend,1,09:00 - 11:59,3,46,vaginal
Iowa,19,2023,2023,April,4,Weekend,1,12:00 - 14:59,4,62,vaginal
Iowa,19,2023,2023,April,4,Weekend,1,15:00 - 17:59,5,75,vaginal
Iowa,19,2023,2023,April,4,Weekend,1,18:00 - 20:59,6,54,vaginal
Iowa,19,2023,2023,April,4,Weekend,1,21:00 - 23:59,7,50,vaginal
Iowa,19,2023,2023,April,4,Weekday,2,00:00 - 02:59,0,147,vaginal
Iowa,19,2023,2023,April,4,Weekday,2,03:00 - 05:59,1,134,vaginal
Iowa,19,2023,2023,April,4,Weekday,2,06:00 - 08:59,2,135,vaginal
Iowa,19,2023,2023,April,4,Weekday,2,09:00 - 11:59,3,175,vaginal
Iowa,19,2023,2023,April,4,Weekday,2,12:00 - 14:59,4,232,vaginal
Iowa,19,2023,2023,April,4,Weekday,2,15:00 - 17:59,5,267,vaginal
Iowa,19,2023,2023,April,4,Weekday,2,18:00 - 20:59,6,224,vaginal
Iowa,19,2023,2023,April,4,Weekday,2,21:00 - 23:59,7,217,vaginal
Iowa,19,2023,2023,May,5,Weekend,1,00:00 - 02:59,0,46,vaginal
Iowa,19,2023,2023,May,5,Weekend,1,03:00 - 05:59,1,41,vaginal
Iowa,19,2023,2023,May,5,Weekend,1,06:00 - 08:59,2,42,vaginal
Iowa,19,2023,2023,May,5,Weekend,1,09:00 - 11:59,3,54,vaginal
Iowa,19,2023,2023,May,5,Weekend,1,12:00 - 14:59,4,55,vaginal
Iowa,19,2023,2023,May,5,Weekend,1,15:00 - 17:59,5,54,vaginal
Iowa,19,2023,2023,May,5,Weekend,1,18:00 - 20:59,6,48,vaginal
Iowa,19,2023,2023,May,5,Weekend,1,21:00 - 23:59,7,45,vaginal
Iowa,19,2023,2023,May,5,Weekday,2,00:00 - 02:59,0,165,vaginal
Iowa,19,2023,2023,May,5,Weekday,2,03:00 - 05:59,1,174,vaginal
Iowa,19,2023,2023,May,5,Weekday,2,06:00 - 08:59,2,183,vaginal
Iowa,19,2023,2023,May,5,Weekday,2,09:00 - 11:59,3,194,vaginal
Iowa,19,2023,2023,May,5,Weekday,2,12:00 - 14:59,4,280,vaginal
Iowa,19,2023,2023,May,5,Weekday,2,15:00 - 17:59,5,312,vaginal
Iowa,19,2023,2023,May,5,Weekday,2,18:00 - 20:59,6,274,vaginal
Iowa,19,2023,2023,May,5,Weekday,2,21:00 - 23:59,7,216,vaginal
Iowa,19,2023,2023,June,6,Weekend,1,00:00 - 02:59,0,54,vaginal
Iowa,19,2023,2023,June,6,Weekend,1,03:00 - 05:59,1,57,vaginal
Iowa,19,2023,2023,June,6,Weekend,1,06:00 - 08:59,2,58,vaginal
Iowa,19,2023,2023,June,6,Weekend,1,09:00 - 11:59,3,47,vaginal
Iowa,19,2023,2023,June,6,Weekend,1,12:00 - 14:59,4,54,vaginal
Iowa,19,2023,2023,June,6,Weekend,1,15:00 - 17:59,5,48,vaginal
Iowa,19,2023,2023,June,6,Weekend,1,18:00 - 20:59,6,55,vaginal
Iowa,19,2023,2023,June,6,Weekend,1,21:00 - 23:59,7,54,vaginal
Iowa,19,2023,2023,June,6,Weekday,2,00:00 - 02:59,0,159,vaginal
Iowa,19,2023,2023,June,6,Weekday,2,03:00 - 05:59,1,149,vaginal
Iowa,19,2023,2023,June,6,Weekday,2,06:00 - 08:59,2,161,vaginal
Iowa,19,2023,2023,June,6,Weekday,2,09:00 - 11:59,3,190,vaginal
Iowa,19,2023,2023,June,6,Weekday,2,12:00 - 14:59,4,294,vaginal
Iowa,19,2023,2023,June,6,Weekday,2,15:00 - 17:59,5,303,vaginal
Iowa,19,2023,2023,June,6,Weekday,2,18:00 - 20:59,6,268,vaginal
Iowa,19,2023,2023,June,6,Weekday,2,21:00 - 23:59,7,225,vaginal
Iowa,19,2023,2023,July,7,Weekend,1,00:00 - 02:59,0,74,vaginal
Iowa,19,2023,2023,July,7,Weekend,1,03:00 - 05:59,1,69,vaginal
Iowa,19,2023,2023,July,7,Weekend,1,06:00 - 08:59,2,66,vaginal
Iowa,19,2023,2023,July,7,Weekend,1,09:00 - 11:59,3,61,vaginal
Iowa,19,2023,2023,July,7,Weekend,1,12:00 - 14:59,4,73,vaginal
Iowa,19,2023,2023,July,7,Weekend,1,15:00 - 17:59,5,93,vaginal
Iowa,19,2023,2023,July,7,Weekend,1,18:00 - 20:59,6,66,vaginal
Iowa,19,2023,2023,July,7,Weekend,1,21:00 - 23:59,7,50,vaginal
Iowa,19,2023,2023,July,7,Weekday,2,00:00 - 02:59,0,168,vaginal
Iowa,19,2023,2023,July,7,Weekday,2,03:00 - 05:59,1,152,vaginal
Iowa,19,2023,2023,July,7,Weekday,2,06:00 - 08:59,2,149,vaginal
Iowa,19,2023,2023,July,7,Weekday,2,09:00 - 11:59,3,178,vaginal
Iowa,19,2023,2023,July,7,Weekday,2,12:00 - 14:59,4,268,vaginal
Iowa,19,2023,2023,July,7,Weekday,2,15:00 - 17:59,5,285,vaginal
Iowa,19,2023,2023,July,7,Weekday,2,18:00 - 20:59,6,261,vaginal
Iowa,19,2023,2023,July,7,Weekday,2,21:00 - 23:59,7,244,vaginal
Iowa,19,2023,2023,August,8,Weekend,1,00:00 - 02:59,0,51,vaginal
Iowa,19,2023,2023,August,8,Weekend,1,03:00 - 05:59,1,43,vaginal
Iowa,19,2023,2023,August,8,Weekend,1,06:00 - 08:59,2,51,vaginal
Iowa,19,2023,2023,August,8,Weekend,1,09:00 - 11:59,3,50,vaginal
Iowa,19,2023,2023,August,8,Weekend,1,12:00 - 14:59,4,61,vaginal
Iowa,19,2023,2023,August,8,Weekend,1,15:00 - 17:59,5,58,vaginal
Iowa,19,2023,2023,August,8,Weekend,1,18:00 - 20:59,6,62,vaginal
Iowa,19,2023,2023,August,8,Weekend,1,21:00 - 23:59,7,51,vaginal
Iowa,19,2023,2023,August,8,Weekday,2,00:00 - 02:59,0,214,vaginal
Iowa,19,2023,2023,August,8,Weekday,2,03:00 - 05:59,1,186,vaginal
Iowa,19,2023,2023,August,8,Weekday,2,06:00 - 08:59,2,172,vaginal
Iowa,19,2023,2023,August,8,Weekday,2,09:00 - 11:59,3,202,vaginal
Iowa,19,2023,2023,August,8,Weekday,2,12:00 - 14:59,4,294,vaginal
Iowa,19,2023,2023,August,8,Weekday,2,15:00 - 17:59,5,314,vaginal
Iowa,19,2023,2023,August,8,Weekday,2,18:00 - 20:59,6,298,vaginal
Iowa,19,2023,2023,August,8,Weekday,2,21:00 - 23:59,7,207,vaginal
Iowa,19,2023,2023,September,9,Weekend,1,00:00 - 02:59,0,55,vaginal
Iowa,19,2023,2023,September,9,Weekend,1,03:00 - 05:59,1,65,vaginal
Iowa,19,2023,2023,September,9,Weekend,1,06:00 - 08:59,2,51,vaginal
Iowa,19,2023,2023,September,9,Weekend,1,09:00 - 11:59,3,56,vaginal
Iowa,19,2023,2023,September,9,Weekend,1,12:00 - 14:59,4,47,vaginal
Iowa,19,2023,2023,September,9,Weekend,1,15:00 - 17:59,5,79,vaginal
Iowa,19,2023,2023,September,9,Weekend,1,18:00 - 20:59,6,56,vaginal
Iowa,19,2023,2023,September,9,Weekend,1,21:00 - 23:59,7,47,vaginal
Iowa,19,2023,2023,September,9,Weekday,2,00:00 - 02:59,0,161,vaginal
Iowa,19,2023,2023,September,9,Weekday,2,03:00 - 05:59,1,161,vaginal
Iowa,19,2023,2023,September,9,Weekday,2,06:00 - 08:59,2,167,vaginal
Iowa,19,2023,2023,September,9,Weekday,2,09:00 - 11:59,3,171,vaginal
Iowa,19,2023,2023,September,9,Weekday,2,12:00 - 14:59,4,264,vaginal
Iowa,19,2023,2023,September,9,Weekday,2,15:00 - 17:59,5,257,vaginal
Iowa,19,2023,2023,September,9,Weekday,2,18:00 - 20:59,6,233,vaginal
Iowa,19,2023,2023,September,9,Weekday,2,21:00 - 23:59,7,214,vaginal
Iowa,19,2023,2023,October,10,Weekend,1,00:00 - 02:59,0,50,vaginal
Iowa,19,2023,2023,October,10,Weekend,1,03:00 - 05:59,1,43,vaginal
Iowa,19,2023,2023,October,10,Weekend,1,06:00 - 08:59,2,47,vaginal
Iowa,19,2023,2023,October,10,Weekend,1,09:00 - 11:59,3,53,vaginal
Iowa,19,2023,2023,October,10,Weekend,1,12:00 - 14:59,4,51,vaginal
Iowa,19,2023,2023,October,10,Weekend,1,15:00 - 17:59,5,69,vaginal
Iowa,19,2023,2023,October,10,Weekend,1,18:00 - 20:59,6,54,vaginal
Iowa,19,2023,2023,October,10,Weekend,1,21:00 - 23:59,7,34,vaginal
Iowa,19,2023,2023,October,10,Weekday,2,00:00 - 02:59,0,174,vaginal
Iowa,19,2023,2023,October,10,Weekday,2,03:00 - 05:59,1,164,vaginal
Iowa,19,2023,2023,October,10,Weekday,2,06:00 - 08:59,2,130,vaginal
Iowa,19,2023,2023,October,10,Weekday,2,09:00 - 11:59,3,179,vaginal
Iowa,19,2023,2023,October,10,Weekday,2,12:00 - 14:59,4,226,vaginal
Iowa,19,2023,2023,October,10,Weekday,2,15:00 - 17:59,5,292,vaginal
Iowa,19,2023,2023,October,10,Weekday,2,18:00 - 20:59,6,251,vaginal
Iowa,19,2023,2023,October,10,Weekday,2,21:00 - 23:59,7,184,vaginal
Iowa,19,2023,2023,November,11,Weekend,1,00:00 - 02:59,0,51,vaginal
Iowa,19,2023,2023,November,11,Weekend,1,03:00 - 05:59,1,57,vaginal
Iowa,19,2023,2023,November,11,Weekend,1,06:00 - 08:59,2,71,vaginal
Iowa,19,2023,2023,November,11,Weekend,1,09:00 - 11:59,3,48,vaginal
Iowa,19,2023,2023,November,11,Weekend,1,12:00 - 14:59,4,55,vaginal
Iowa,19,2023,2023,November,11,Weekend,1,15:00 - 17:59,5,54,vaginal
Iowa,19,2023,2023,November,11,Weekend,1,18:00 - 20:59,6,57,vaginal
Iowa,19,2023,2023,November,11,Weekend,1,21:00 - 23:59,7,32,vaginal
Iowa,19,2023,2023,November,11,Weekday,2,00:00 - 02:59,0,185,vaginal
Iowa,19,2023,2023,November,11,Weekday,2,03:00 - 05:59,1,167,vaginal
Iowa,19,2023,2023,November,11,Weekday,2,06:00 - 08:59,2,156,vaginal
Iowa,19,2023,2023,November,11,Weekday,2,09:00 - 11:59,3,183,vaginal
Iowa,19,2023,2023,November,11,Weekday,2,12:00 - 14:59,4,254,vaginal
Iowa,19,2023,2023,November,11,Weekday,2,15:00 - 17:59,5,278,vaginal
Iowa,19,2023,2023,November,11,Weekday,2,18:00 - 20:59,6,243,vaginal
Iowa,19,2023,2023,November,11,Weekday,2,21:00 - 23:59,7,190,vaginal
Iowa,19,2023,2023,December,12,Weekend,1,00:00 - 02:59,0,67,vaginal
Iowa,19,2023,2023,December,12,Weekend,1,03:00 - 05:59,1,55,vaginal
Iowa,19,2023,2023,December,12,Weekend,1,06:00 - 08:59,2,52,vaginal
Iowa,19,2023,2023,December,12,Weekend,1,09:00 - 11:59,3,54,vaginal
Iowa,19,2023,2023,December,12,Weekend,1,12:00 - 14:59,4,75,vaginal
Iowa,19,2023,2023,December,12,Weekend,1,15:00 - 17:59,5,71,vaginal
Iowa,19,2023,2023,December,12,Weekend,1,18:00 - 20:59,6,56,vaginal
Iowa,19,2023,2023,December,12,Weekend,1,21:00 - 23:59,7,58,vaginal
Iowa,19,2023,2023,December,12,Weekday,2,00:00 - 02:59,0,158,vaginal
Iowa,19,2023,2023,December,12,Weekday,2,03:00 - 05:59,1,138,vaginal
Iowa,19,2023,2023,December,12,Weekday,2,06:00 - 08:59,2,155,vaginal
Iowa,19,2023,2023,December,12,Weekday,2,09:00 - 11:59,3,192,vaginal
Iowa,19,2023,2023,December,12,Weekday,2,12:00 - 14:59,4,226,vaginal
Iowa,19,2023,2023,December,12,Weekday,2,15:00 - 17:59,5,264,vaginal
Iowa,19,2023,2023,December,12,Weekday,2,18:00 - 20:59,6,224,vaginal
Iowa,19,2023,2023,December,12,Weekday,2,21:00 - 23:59,7,179,vaginal
Kansas,20,2023,2023,January,1,Weekend,1,00:00 - 02:59,0,53,vaginal
Kansas,20,2023,2023,January,1,Weekend,1,03:00 - 05:59,1,49,vaginal
Kansas,20,2023,2023,January,1,Weekend,1,06:00 - 08:59,2,55,vaginal
Kansas,20,2023,2023,January,1,Weekend,1,09:00 - 11:59,3,47,vaginal
Kansas,20,2023,2023,January,1,Weekend,1,12:00 - 14:59,4,69,vaginal
Kansas,20,2023,2023,January,1,Weekend,1,15:00 - 17:59,5,55,vaginal
Kansas,20,2023,2023,January,1,Weekend,1,18:00 - 20:59,6,52,vaginal
Kansas,20,2023,2023,January,1,Weekend,1,21:00 - 23:59,7,44,vaginal
Kansas,20,2023,2023,January,1,Weekday,2,00:00 - 02:59,0,130,vaginal
Kansas,20,2023,2023,January,1,Weekday,2,03:00 - 05:59,1,130,vaginal
Kansas,20,2023,2023,January,1,Weekday,2,06:00 - 08:59,2,153,vaginal
Kansas,20,2023,2023,January,1,Weekday,2,09:00 - 11:59,3,201,vaginal
Kansas,20,2023,2023,January,1,Weekday,2,12:00 - 14:59,4,318,vaginal
Kansas,20,2023,2023,January,1,Weekday,2,15:00 - 17:59,5,270,vaginal
Kansas,20,2023,2023,January,1,Weekday,2,18:00 - 20:59,6,229,vaginal
Kansas,20,2023,2023,January,1,Weekday,2,21:00 - 23:59,7,175,vaginal
Kansas,20,2023,2023,February,2,Weekend,1,00:00 - 02:59,0,40,vaginal
Kansas,20,2023,2023,February,2,Weekend,1,03:00 - 05:59,1,30,vaginal
Kansas,20,2023,2023,February,2,Weekend,1,06:00 - 08:59,2,33,vaginal
Kansas,20,2023,2023,February,2,Weekend,1,09:00 - 11:59,3,47,vaginal
Kansas,20,2023,2023,February,2,Weekend,1,12:00 - 14:59,4,44,vaginal
Kansas,20,2023,2023,February,2,Weekend,1,15:00 - 17:59,5,52,vaginal
Kansas,20,2023,2023,February,2,Weekend,1,18:00 - 20:59,6,39,vaginal
Kansas,20,2023,2023,February,2,Weekend,1,21:00 - 23:59,7,37,vaginal
