state_of_residence,state_of_residence_code,year,year_code,month,month_code,weekday,weekday_code,time_of_day,time_of_day_code,births,delivery_method
Alabama,1,2022,2022,January,1,Weekend,1,00:00 - 02:59,0,69,vaginal
Alabama,1,2022,2022,January,1,Weekend,1,03:00 - 05:59,1,48,vaginal
Alabama,1,2022,2022,January,1,Weekend,1,06:00 - 08:59,2,74,vaginal
Alabama,1,2022,2022,January,1,Weekend,1,09:00 - 11:59,3,101,vaginal
Alabama,1,2022,2022,January,1,Weekend,1,12:00 - 14:59,4,95,vaginal
Alabama,1,2022,2022,January,1,Weekend,1,15:00 - 17:59,5,91,vaginal
Alabama,1,2022,2022,January,1,Weekend,1,18:00 - 20:59,6,71,vaginal
Alabama,1,2022,2022,January,1,Weekend,1,21:00 - 23:59,7,60,vaginal
Alabama,1,2022,2022,January,1,Weekday,2,00:00 - 02:59,0,136,vaginal
Alabama,1,2022,2022,January,1,Weekday,2,03:00 - 05:59,1,174,vaginal
Alabama,1,2022,2022,January,1,Weekday,2,06:00 - 08:59,2,231,vaginal
Alabama,1,2022,2022,January,1,Weekday,2,09:00 - 11:59,3,432,vaginal
Alabama,1,2022,2022,January,1,Weekday,2,12:00 - 14:59,4,564,vaginal
Alabama,1,2022,2022,January,1,Weekday,2,15:00 - 17:59,5,464,vaginal
Alabama,1,2022,2022,January,1,Weekday,2,18:00 - 20:59,6,308,vaginal
Alabama,1,2022,2022,January,1,Weekday,2,21:00 - 23:59,7,228,vaginal
Alabama,1,2022,2022,February,2,Weekend,1,00:00 - 02:59,0,52,vaginal
Alabama,1,2022,2022,February,2,Weekend,1,03:00 - 05:59,1,47,vaginal
Alabama,1,2022,2022,February,2,Weekend,1,06:00 - 08:59,2,45,vaginal
Alabama,1,2022,2022,February,2,Weekend,1,09:00 - 11:59,3,65,vaginal
Alabama,1,2022,2022,February,2,Weekend,1,12:00 - 14:59,4,74,vaginal
Alabama,1,2022,2022,February,2,Weekend,1,15:00 - 17:59,5,62,vaginal
Alabama,1,2022,2022,February,2,Weekend,1,18:00 - 20:59,6,56,vaginal
Alabama,1,2022,2022,February,2,Weekend,1,21:00 - 23:59,7,54,vaginal
Alabama,1,2022,2022,February,2,Weekday,2,00:00 - 02:59,0,144,vaginal
Alabama,1,2022,2022,February,2,Weekday,2,03:00 - 05:59,1,179,vaginal
Alabama,1,2022,2022,February,2,Weekday,2,06:00 - 08:59,2,212,vaginal
Alabama,1,2022,2022,February,2,Weekday,2,09:00 - 11:59,3,417,vaginal
Alabama,1,2022,2022,February,2,Weekday,2,12:00 - 14:59,4,520,vaginal
Alabama,1,2022,2022,February,2,Weekday,2,15:00 - 17:59,5,396,vaginal
Alabama,1,2022,2022,February,2,Weekday,2,18:00 - 20:59,6,308,vaginal
Alabama,1,2022,2022,February,2,Weekday,2,21:00 - 23:59,7,199,vaginal
Alabama,1,2022,2022,March,3,Weekend,1,00:00 - 02:59,0,59,vaginal
Alabama,1,2022,2022,March,3,Weekend,1,03:00 - 05:59,1,41,vaginal
Alabama,1,2022,2022,March,3,Weekend,1,06:00 - 08:59,2,54,vaginal
Alabama,1,2022,2022,March,3,Weekend,1,09:00 - 11:59,3,65,vaginal
Alabama,1,2022,2022,March,3,Weekend,1,12:00 - 14:59,4,57,vaginal
Alabama,1,2022,2022,March,3,Weekend,1,15:00 - 17:59,5,69,vaginal
Alabama,1,2022,2022,March,3,Weekend,1,18:00 - 20:59,6,42,vaginal
Alabama,1,2022,2022,March,3,Weekend,1,21:00 - 23:59,7,43,vaginal
Alabama,1,2022,2022,March,3,Weekday,2,00:00 - 02:59,0,153,vaginal
Alabama,1,2022,2022,March,3,Weekday,2,03:00 - 05:59,1,179,vaginal
Alabama,1,2022,2022,March,3,Weekday,2,06:00 - 08:59,2,284,vaginal
Alabama,1,2022,2022,March,3,Weekday,2,09:00 - 11:59,3,481,vaginal
Alabama,1,2022,2022,March,3,Weekday,2,12:00 - 14:59,4,559,vaginal
Alabama,1,2022,2022,March,3,Weekday,2,15:00 - 17:59,5,499,vaginal
Alabama,1,2022,2022,March,3,Weekday,2,18:00 - 20:59,6,332,vaginal
Alabama,1,2022,2022,March,3,Weekday,2,21:00 - 23:59,7,248,vaginal
Alabama,1,2022,2022,April,4,Weekend,1,00:00 - 02:59,0,53,vaginal
Alabama,1,2022,2022,April,4,Weekend,1,03:00 - 05:59,1,50,vaginal
Alabama,1,2022,2022,April,4,Weekend,1,06:00 - 08:59,2,63,vaginal
Alabama,1,2022,2022,April,4,Weekend,1,09:00 - 11:59,3,78,vaginal
Alabama,1,2022,2022,April,4,Weekend,1,12:00 - 14:59,4,77,vaginal
Alabama,1,2022,2022,April,4,Weekend,1,15:00 - 17:59,5,73,vaginal
Alabama,1,2022,2022,April,4,Weekend,1,18:00 - 20:59,6,53,vaginal
Alabama,1,2022,2022,April,4,Weekend,1,21:00 - 23:59,7,59,vaginal
Alabama,1,2022,2022,April,4,Weekday,2,00:00 - 02:59,0,167,vaginal
Alabama,1,2022,2022,April,4,Weekday,2,03:00 - 05:59,1,153,vaginal
Alabama,1,2022,2022,April,4,Weekday,2,06:00 - 08:59,2,219,vaginal
Alabama,1,2022,2022,April,4,Weekday,2,09:00 - 11:59,3,457,vaginal
Alabama,1,2022,2022,April,4,Weekday,2,12:00 - 14:59,4,523,vaginal
Alabama,1,2022,2022,April,4,Weekday,2,15:00 - 17:59,5,416,vaginal
Alabama,1,2022,2022,April,4,Weekday,2,18:00 - 20:59,6,281,vaginal
Alabama,1,2022,2022,April,4,Weekday,2,21:00 - 23:59,7,224,vaginal
Alabama,1,2022,2022,May,5,Weekend,1,00:00 - 02:59,0,54,vaginal
Alabama,1,2022,2022,May,5,Weekend,1,03:00 - 05:59,1,45,vaginal
Alabama,1,2022,2022,May,5,Weekend,1,06:00 - 08:59,2,57,vaginal
Alabama,1,2022,2022,May,5,Weekend,1,09:00 - 11:59,3,71,vaginal
Alabama,1,2022,2022,May,5,Weekend,1,12:00 - 14:59,4,90,vaginal
Alabama,1,2022,2022,May,5,Weekend,1,15:00 - 17:59,5,72,vaginal
Alabama,1,2022,2022,May,5,Weekend,1,18:00 - 20:59,6,46,vaginal
Alabama,1,2022,2022,May,5,Weekend,1,21:00 - 23:59,7,49,vaginal
Alabama,1,2022,2022,May,5,Weekday,2,00:00 - 02:59,0,178,vaginal
Alabama,1,2022,2022,May,5,Weekday,2,03:00 - 05:59,1,169,vaginal
Alabama,1,2022,2022,May,5,Weekday,2,06:00 - 08:59,2,235,vaginal
Alabama,1,2022,2022,May,5,Weekday,2,09:00 - 11:59,3,458,vaginal
Alabama,1,2022,2022,May,5,Weekday,2,12:00 - 14:59,4,509,vaginal
Alabama,1,2022,2022,May,5,Weekday,2,15:00 - 17:59,5,426,vaginal
Alabama,1,2022,2022,May,5,Weekday,2,18:00 - 20:59,6,315,vaginal
Alabama,1,2022,2022,May,5,Weekday,2,21:00 - 23:59,7,205,vaginal
Alabama,1,2022,2022,June,6,Weekend,1,00:00 - 02:59,0,51,vaginal
Alabama,1,2022,2022,June,6,Weekend,1,03:00 - 05:59,1,51,vaginal
Alabama,1,2022,2022,June,6,Weekend,1,06:00 - 08:59,2,53,vaginal
Alabama,1,2022,2022,June,6,Weekend,1,09:00 - 11:59,3,68,vaginal
Alabama,1,2022,2022,June,6,Weekend,1,12:00 - 14:59,4,75,vaginal
Alabama,1,2022,2022,June,6,Weekend,1,15:00 - 17:59,5,70,vaginal
Alabama,1,2022,2022,June,6,Weekend,1,18:00 - 20:59,6,46,vaginal
Alabama,1,2022,2022,June,6,Weekend,1,21:00 - 23:59,7,51,vaginal
Alabama,1,2022,2022,June,6,Weekday,2,00:00 - 02:59,0,169,vaginal
Alabama,1,2022,2022,June,6,Weekday,2,03:00 - 05:59,1,192,vaginal
Alabama,1,2022,2022,June,6,Weekday,2,06:00 - 08:59,2,222,vaginal
Alabama,1,2022,2022,June,6,Weekday,2,09:00 - 11:59,3,467,vaginal
Alabama,1,2022,2022,June,6,Weekday,2,12:00 - 14:59,4,573,vaginal
Alabama,1,2022,2022,June,6,Weekday,2,15:00 - 17:59,5,477,vaginal
Alabama,1,2022,2022,June,6,Weekday,2,18:00 - 20:59,6,298,vaginal
Alabama,1,2022,2022,June,6,Weekday,2,21:00 - 23:59,7,218,vaginal
Alabama,1,2022,2022,July,7,Weekend,1,00:00 - 02:59,0,52,vaginal
Alabama,1,2022,2022,July,7,Weekend,1,03:00 - 05:59,1,73,vaginal
Alabama,1,2022,2022,July,7,Weekend,1,06:00 - 08:59,2,82,vaginal
Alabama,1,2022,2022,July,7,Weekend,1,09:00 - 11:59,3,94,vaginal
Alabama,1,2022,2022,July,7,Weekend,1,12:00 - 14:59,4,97,vaginal
Alabama,1,2022,2022,July,7,Weekend,1,15:00 - 17:59,5,78,vaginal
Alabama,1,2022,2022,July,7,Weekend,1,18:00 - 20:59,6,78,vaginal
Alabama,1,2022,2022,July,7,Weekend,1,21:00 - 23:59,7,72,vaginal
Alabama,1,2022,2022,July,7,Weekday,2,00:00 - 02:59,0,188,vaginal
Alabama,1,2022,2022,July,7,Weekday,2,03:00 - 05:59,1,180,vaginal
Alabama,1,2022,2022,July,7,Weekday,2,06:00 - 08:59,2,259,vaginal
Alabama,1,2022,2022,July,7,Weekday,2,09:00 - 11:59,3,471,vaginal
Alabama,1,2022,2022,July,7,Weekday,2,12:00 - 14:59,4,574,vaginal
Alabama,1,2022,2022,July,7,Weekday,2,15:00 - 17:59,5,465,vaginal
Alabama,1,2022,2022,July,7,Weekday,2,18:00 - 20:59,6,338,vaginal
Alabama,1,2022,2022,July,7,Weekday,2,21:00 - 23:59,7,245,vaginal
Alabama,1,2022,2022,August,8,Weekend,1,00:00 - 02:59,0,61,vaginal
Alabama,1,2022,2022,August,8,Weekend,1,03:00 - 05:59,1,69,vaginal
Alabama,1,2022,2022,August,8,Weekend,1,06:00 - 08:59,2,65,vaginal
Alabama,1,2022,2022,August,8,Weekend,1,09:00 - 11:59,3,88,vaginal
Alabama,1,2022,2022,August,8,Weekend,1,12:00 - 14:59,4,76,vaginal
Alabama,1,2022,2022,August,8,Weekend,1,15:00 - 17:59,5,56,vaginal
Alabama,1,2022,2022,August,8,Weekend,1,18:00 - 20:59,6,63,vaginal
Alabama,1,2022,2022,August,8,Weekend,1,21:00 - 23:59,7,54,vaginal
Alabama,1,2022,2022,August,8,Weekday,2,00:00 - 02:59,0,183,vaginal
Alabama,1,2022,2022,August,8,Weekday,2,03:00 - 05:59,1,196,vaginal
Alabama,1,2022,2022,August,8,Weekday,2,06:00 - 08:59,2,301,vaginal
Alabama,1,2022,2022,August,8,Weekday,2,09:00 - 11:59,3,511,vaginal
Alabama,1,2022,2022,August,8,Weekday,2,12:00 - 14:59,4,677,vaginal
Alabama,1,2022,2022,August,8,Weekday,2,15:00 - 17:59,5,529,vaginal
Alabama,1,2022,2022,August,8,Weekday,2,18:00 - 20:59,6,369,vaginal
Alabama,1,2022,2022,August,8,Weekday,2,21:00 - 23:59,7,254,vaginal
Alabama,1,2022,2022,September,9,Weekend,1,00:00 - 02:59,0,58,vaginal
Alabama,1,2022,2022,September,9,Weekend,1,03:00 - 05:59,1,62,vaginal
Alabama,1,2022,2022,September,9,Weekend,1,06:00 - 08:59,2,57,vaginal
Alabama,1,2022,2022,September,9,Weekend,1,09:00 - 11:59,3,78,vaginal
Alabama,1,2022,2022,September,9,Weekend,1,12:00 - 14:59,4,80,vaginal
Alabama,1,2022,2022,September,9,Weekend,1,15:00 - 17:59,5,69,vaginal
Alabama,1,2022,2022,September,9,Weekend,1,18:00 - 20:59,6,56,vaginal
Alabama,1,2022,2022,September,9,Weekend,1,21:00 - 23:59,7,32,vaginal
Alabama,1,2022,2022,September,9,Weekday,2,00:00 - 02:59,0,206,vaginal
Alabama,1,2022,2022,September,9,Weekday,2,03:00 - 05:59,1,188,vaginal
Alabama,1,2022,2022,September,9,Weekday,2,06:00 - 08:59,2,272,vaginal
Alabama,1,2022,2022,September,9,Weekday,2,09:00 - 11:59,3,439,vaginal
Alabama,1,2022,2022,September,9,Weekday,2,12:00 - 14:59,4,593,vaginal
Alabama,1,2022,2022,September,9,Weekday,2,15:00 - 17:59,5,474,vaginal
Alabama,1,2022,2022,September,9,Weekday,2,18:00 - 20:59,6,358,vaginal
Alabama,1,2022,2022,September,9,Weekday,2,21:00 - 23:59,7,243,vaginal
Alabama,1,2022,2022,October,10,Weekend,1,00:00 - 02:59,0,60,vaginal
Alabama,1,2022,2022,October,10,Weekend,1,03:00 - 05:59,1,69,vaginal
Alabama,1,2022,2022,October,10,Weekend,1,06:00 - 08:59,2,71,vaginal
Alabama,1,2022,2022,October,10,Weekend,1,09:00 - 11:59,3,95,vaginal
Alabama,1,2022,2022,October,10,Weekend,1,12:00 - 14:59,4,85,vaginal
Alabama,1,2022,2022,October,10,Weekend,1,15:00 - 17:59,5,95,vaginal
Alabama,1,2022,2022,October,10,Weekend,1,18:00 - 20:59,6,64,vaginal
Alabama,1,2022,2022,October,10,Weekend,1,21:00 - 23:59,7,50,vaginal
Alabama,1,2022,2022,October,10,Weekday,2,00:00 - 02:59,0,168,vaginal
Alabama,1,2022,2022,October,10,Weekday,2,03:00 - 05:59,1,161,vaginal
Alabama,1,2022,2022,October,10,Weekday,2,06:00 - 08:59,2,240,vaginal
Alabama,1,2022,2022,October,10,Weekday,2,09:00 - 11:59,3,477,vaginal
Alabama,1,2022,2022,October,10,Weekday,2,12:00 - 14:59,4,545,vaginal
Alabama,1,2022,2022,October,10,Weekday,2,15:00 - 17:59,5,449,vaginal
Alabama,1,2022,2022,October,10,Weekday,2,18:00 - 20:59,6,331,vaginal
Alabama,1,2022,2022,October,10,Weekday,2,21:00 - 23:59,7,236,vaginal
Alabama,1,2022,2022,November,11,Weekend,1,00:00 - 02:59,0,66,vaginal
Alabama,1,2022,2022,November,11,Weekend,1,03:00 - 05:59,1,51,vaginal
Alabama,1,2022,2022,November,11,Weekend,1,06:00 - 08:59,2,65,vaginal
Alabama,1,2022,2022,November,11,Weekend,1,09:00 - 11:59,3,69,vaginal
Alabama,1,2022,2022,November,11,Weekend,1,12:00 - 14:59,4,82,vaginal
Alabama,1,2022,2022,November,11,Weekend,1,15:00 - 17:59,5,70,vaginal
Alabama,1,2022,2022,November,11,Weekend,1,18:00 - 20:59,6,54,vaginal
Alabama,1,2022,2022,November,11,Weekend,1,21:00 - 23:59,7,46,vaginal
Alabama,1,2022,2022,November,11,Weekday,2,00:00 - 02:59,0,167,vaginal
Alabama,1,2022,2022,November,11,Weekday,2,03:00 - 05:59,1,205,vaginal
Alabama,1,2022,2022,November,11,Weekday,2,06:00 - 08:59,2,242,vaginal
Alabama,1,2022,2022,November,11,Weekday,2,09:00 - 11:59,3,450,vaginal
Alabama,1,2022,2022,November,11,Weekday,2,12:00 - 14:59,4,576,vaginal
Alabama,1,2022,2022,November,11,Weekday,2,15:00 - 17:59,5,496,vaginal
Alabama,1,2022,2022,November,11,Weekday,2,18:00 - 20:59,6,306,vaginal
Alabama,1,2022,2022,November,11,Weekday,2,21:00 - 23:59,7,264,vaginal
Alabama,1,2022,2022,December,12,Weekend,1,00:00 - 02:59,0,70,vaginal
Alabama,1,2022,2022,December,12,Weekend,1,03:00 - 05:59,1,48,vaginal
Alabama,1,2022,2022,December,12,Weekend,1,06:00 - 08:59,2,59,vaginal
Alabama,1,2022,2022,December,12,Weekend,1,09:00 - 11:59,3,80,vaginal
Alabama,1,2022,2022,December,12,Weekend,1,12:00 - 14:59,4,85,vaginal
Alabama,1,2022,2022,December,12,Weekend,1,15:00 - 17:59,5,83,vaginal
Alabama,1,2022,2022,December,12,Weekend,1,18:00 - 20:59,6,71,vaginal
Alabama,1,2022,2022,December,12,Weekend,1,21:00 - 23:59,7,52,vaginal
Alabama,1,2022,2022,December,12,Weekday,2,00:00 - 02:59,0,194,vaginal
Alabama,1,2022,2022,December,12,Weekday,2,03:00 - 05:59,1,197,vaginal
Alabama,1,2022,2022,December,12,Weekday,2,06:00 - 08:59,2,262,vaginal
Alabama,1,2022,2022,December,12,Weekday,2,09:00 - 11:59,3,512,vaginal
Alabama,1,2022,2022,December,12,Weekday,2,12:00 - 14:59,4,580,vaginal
Alabama,1,2022,2022,December,12,Weekday,2,15:00 - 17:59,5,504,vaginal
Alabama,1,2022,2022,December,12,Weekday,2,18:00 - 20:59,6,347,vaginal
Alabama,1,2022,2022,December,12,Weekday,2,21:00 - 23:59,7,249,vaginal
Alaska,2,2022,2022,January,1,Weekend,1,00:00 - 02:59,0,29,vaginal
Alaska,2,2022,2022,January,1,Weekend,1,03:00 - 05:59,1,29,vaginal
Alaska,2,2022,2022,January,1,Weekend,1,06:00 - 08:59,2,24,vaginal
Alaska,2,2022,2022,January,1,Weekend,1,09:00 - 11:59,3,19,vaginal
Alaska,2,2022,2022,January,1,Weekend,1,12:00 - 14:59,4,23,vaginal
Alaska,2,2022,2022,January,1,Weekend,1,15:00 - 17:59,5,18,vaginal
Alaska,2,2022,2022,January,1,Weekend,1,18:00 - 20:59,6,16,vaginal
Alaska,2,2022,2022,January,1,Weekend,1,21:00 - 23:59,7,20,vaginal
Alaska,2,2022,2022,January,1,Weekday,2,00:00 - 02:59,0,49,vaginal
Alaska,2,2022,2022,January,1,Weekday,2,03:00 - 05:59,1,72,vaginal
Alaska,2,2022,2022,January,1,Weekday,2,06:00 - 08:59,2,56,vaginal
Alaska,2,2022,2022,January,1,Weekday,2,09:00 - 11:59,3,38,vaginal
Alaska,2,2022,2022,January,1,Weekday,2,12:00 - 14:59,4,45,vaginal
Alaska,2,2022,2022,January,1,Weekday,2,15:00 - 17:59,5,55,vaginal
Alaska,2,2022,2022,January,1,Weekday,2,18:00 - 20:59,6,58,vaginal
Alaska,2,2022,2022,January,1,Weekday,2,21:00 - 23:59,7,44,vaginal
Alaska,2,2022,2022,February,2,Weekend,1,00:00 - 02:59,0,26,vaginal
Alaska,2,2022,2022,February,2,Weekend,1,03:00 - 05:59,1,21,vaginal
Alaska,2,2022,2022,February,2,Weekend,1,06:00 - 08:59,2,13,vaginal
Alaska,2,2022,2022,February,2,Weekend,1,09:00 - 11:59,3,28,vaginal
Alaska,2,2022,2022,February,2,Weekend,1,12:00 - 14:59,4,18,vaginal
Alaska,2,2022,2022,February,2,Weekend,1,15:00 - 17:59,5,18,vaginal
Alaska,2,2022,2022,February,2,Weekend,1,18:00 - 20:59,6,19,vaginal
Alaska,2,2022,2022,February,2,Weekday,2,00:00 - 02:59,0,51,vaginal
Alaska,2,2022,2022,February,2,Weekday,2,03:00 - 05:59,1,54,vaginal
Alaska,2,2022,2022,February,2,Weekday,2,06:00 - 08:59,2,41,vaginal
Alaska,2,2022,2022,February,2,Weekday,2,09:00 - 11:59,3,50,vaginal
Alaska,2,2022,2022,February,2,Weekday,2,12:00 - 14:59,4,46,vaginal
Alaska,2,2022,2022,February,2,Weekday,2,15:00 - 17:59,5,69,vaginal
Alaska,2,2022,2022,February,2,Weekday,2,18:00 - 20:59,6,44,vaginal
Alaska,2,2022,2022,February,2,Weekday,2,21:00 - 23:59,7,60,vaginal
Alaska,2,2022,2022,March,3,Weekend,1,00:00 - 02:59,0,19,vaginal
Alaska,2,2022,2022,March,3,Weekend,1,03:00 - 05:59,1,18,vaginal
Alaska,2,2022,2022,March,3,Weekend,1,06:00 - 08:59,2,20,vaginal
Alaska,2,2022,2022,March,3,Weekend,1,09:00 - 11:59,3,14,vaginal
Alaska,2,2022,2022,March,3,Weekend,1,12:00 - 14:59,4,24,vaginal
Alaska,2,2022,2022,March,3,Weekend,1,15:00 - 17:59,5,15,vaginal
Alaska,2,2022,2022,March,3,Weekend,1,18:00 - 20:59,6,16,vaginal
Alaska,2,2022,2022,March,3,Weekend,1,21:00 - 23:59,7,15,vaginal
Alaska,2,2022,2022,March,3,Weekday,2,00:00 - 02:59,0,63,vaginal
Alaska,2,2022,2022,March,3,Weekday,2,03:00 - 05:59,1,66,vaginal
Alaska,2,2022,2022,March,3,Weekday,2,06:00 - 08:59,2,63,vaginal
Alaska,2,2022,2022,March,3,Weekday,2,09:00 - 11:59,3,56,vaginal
Alaska,2,2022,2022,March,3,Weekday,2,12:00 - 14:59,4,53,vaginal
Alaska,2,2022,2022,March,3,Weekday,2,15:00 - 17:59,5,68,vaginal
Alaska,2,2022,2022,March,3,Weekday,2,18:00 - 20:59,6,68,vaginal
Alaska,2,2022,2022,March,3,Weekday,2,21:00 - 23:59,7,65,vaginal
Alaska,2,2022,2022,April,4,Weekend,1,00:00 - 02:59,0,21,vaginal
Alaska,2,2022,2022,April,4,Weekend,1,03:00 - 05:59,1,15,vaginal
Alaska,2,2022,2022,April,4,Weekend,1,06:00 - 08:59,2,25,vaginal
Alaska,2,2022,2022,April,4,Weekend,1,09:00 - 11:59,3,25,vaginal
Alaska,2,2022,2022,April,4,Weekend,1,12:00 - 14:59,4,15,vaginal
Alaska,2,2022,2022,April,4,Weekend,1,15:00 - 17:59,5,22,vaginal
Alaska,2,2022,2022,April,4,Weekend,1,18:00 - 20:59,6,28,vaginal
Alaska,2,2022,2022,April,4,Weekend,1,21:00 - 23:59,7,21,vaginal
Alaska,2,2022,2022,April,4,Weekday,2,00:00 - 02:59,0,62,vaginal
Alaska,2,2022,2022,April,4,Weekday,2,03:00 - 05:59,1,48,vaginal
Alaska,2,2022,2022,April,4,Weekday,2,06:00 - 08:59,2,53,vaginal
Alaska,2,2022,2022,April,4,Weekday,2,09:00 - 11:59,3,45,vaginal
Alaska,2,2022,2022,April,4,Weekday,2,12:00 - 14:59,4,49,vaginal
Alaska,2,2022,2022,April,4,Weekday,2,15:00 - 17:59,5,58,vaginal
Alaska,2,2022,2022,April,4,Weekday,2,18:00 - 20:59,6,56,vaginal
Alaska,2,2022,2022,April,4,Weekday,2,21:00 - 23:59,7,58,vaginal
Alaska,2,2022,2022,May,5,Weekend,1,00:00 - 02:59,0,26,vaginal
Alaska,2,2022,2022,May,5,Weekend,1,03:00 - 05:59,1,21,vaginal
Alaska,2,2022,2022,May,5,Weekend,1,06:00 - 08:59,2,25,vaginal
Alaska,2,2022,2022,May,5,Weekend,1,09:00 - 11:59,3,19,vaginal
Alaska,2,2022,2022,May,5,Weekend,1,12:00 - 14:59,4,22,vaginal
Alaska,2,2022,2022,May,5,Weekend,1,15:00 - 17:59,5,22,vaginal
Alaska,2,2022,2022,May,5,Weekend,1,18:00 - 20:59,6,17,vaginal
Alaska,2,2022,2022,May,5,Weekend,1,21:00 - 23:59,7,18,vaginal
Alaska,2,2022,2022,May,5,Weekday,2,00:00 - 02:59,0,59,vaginal
Alaska,2,2022,2022,May,5,Weekday,2,03:00 - 05:59,1,50,vaginal
Alaska,2,2022,2022,May,5,Weekday,2,06:00 - 08:59,2,58,vaginal
Alaska,2,2022,2022,May,5,Weekday,2,09:00 - 11:59,3,52,vaginal
Alaska,2,2022,2022,May,5,Weekday,2,12:00 - 14:59,4,57,vaginal
Alaska,2,2022,2022,May,5,Weekday,2,15:00 - 17:59,5,58,vaginal
Alaska,2,2022,2022,May,5,Weekday,2,18:00 - 20:59,6,56,vaginal
Alaska,2,2022,2022,May,5,Weekday,2,21:00 - 23:59,7,62,vaginal
Alaska,2,2022,2022,June,6,Weekend,1,00:00 - 02:59,0,18,vaginal
Alaska,2,2022,2022,June,6,Weekend,1,03:00 - 05:59,1,22,vaginal
Alaska,2,2022,2022,June,6,Weekend,1,06:00 - 08:59,2,13,vaginal
Alaska,2,2022,2022,June,6,Weekend,1,09:00 - 11:59,3,23,vaginal
Alaska,2,2022,2022,June,6,Weekend,1,12:00 - 14:59,4,24,vaginal
Alaska,2,2022,2022,June,6,Weekend,1,15:00 - 17:59,5,14,vaginal
Alaska,2,2022,2022,June,6,Weekend,1,18:00 - 20:59,6,20,vaginal
Alaska,2,2022,2022,June,6,Weekend,1,21:00 - 23:59,7,21,vaginal
Alaska,2,2022,2022,June,6,Weekday,2,00:00 - 02:59,0,51,vaginal
Alaska,2,2022,2022,June,6,Weekday,2,03:00 - 05:59,1,61,vaginal
Alaska,2,2022,2022,June,6,Weekday,2,06:00 - 08:59,2,42,vaginal
Alaska,2,2022,2022,June,6,Weekday,2,09:00 - 11:59,3,48,vaginal
Alaska,2,2022,2022,June,6,Weekday,2,12:00 - 14:59,4,62,vaginal
Alaska,2,2022,2022,June,6,Weekday,2,15:00 - 17:59,5,54,vaginal
Alaska,2,2022,2022,June,6,Weekday,2,18:00 - 20:59,6,71,vaginal
Alaska,2,2022,2022,June,6,Weekday,2,21:00 - 23:59,7,73,vaginal
Alaska,2,2022,2022,July,7,Weekend,1,00:00 - 02:59,0,27,vaginal
Alaska,2,2022,2022,July,7,Weekend,1,03:00 - 05:59,1,33,vaginal
Alaska,2,2022,2022,July,7,Weekend,1,06:00 - 08:59,2,28,vaginal
Alaska,2,2022,2022,July,7,Weekend,1,09:00 - 11:59,3,17,vaginal
Alaska,2,2022,2022,July,7,Weekend,1,12:00 - 14:59,4,28,vaginal
Alaska,2,2022,2022,July,7,Weekend,1,15:00 - 17:59,5,16,vaginal
Alaska,2,2022,2022,July,7,Weekend,1,18:00 - 20:59,6,22,vaginal
Alaska,2,2022,2022,July,7,Weekend,1,21:00 - 23:59,7,20,vaginal
Alaska,2,2022,2022,July,7,Weekday,2,00:00 - 02:59,0,51,vaginal
Alaska,2,2022,2022,July,7,Weekday,2,03:00 - 05:59,1,64,vaginal
Alaska,2,2022,2022,July,7,Weekday,2,06:00 - 08:59,2,41,vaginal
Alaska,2,2022,2022,July,7,Weekday,2,09:00 - 11:59,3,51,vaginal
Alaska,2,2022,2022,July,7,Weekday,2,12:00 - 14:59,4,50,vaginal
Alaska,2,2022,2022,July,7,Weekday,2,15:00 - 17:59,5,62,vaginal
Alaska,2,2022,2022,July,7,Weekday,2,18:00 - 20:59,6,48,vaginal
Alaska,2,2022,2022,July,7,Weekday,2,21:00 - 23:59,7,59,vaginal
Alaska,2,2022,2022,August,8,Weekend,1,00:00 - 02:59,0,22,vaginal
Alaska,2,2022,2022,August,8,Weekend,1,03:00 - 05:59,1,19,vaginal
Alaska,2,2022,2022,August,8,Weekend,1,06:00 - 08:59,2,16,vaginal
Alaska,2,2022,2022,August,8,Weekend,1,09:00 - 11:59,3,26,vaginal
Alaska,2,2022,2022,August,8,Weekend,1,12:00 - 14:59,4,21,vaginal
Alaska,2,2022,2022,August,8,Weekend,1,15:00 - 17:59,5,26,vaginal
Alaska,2,2022,2022,August,8,Weekend,1,18:00 - 20:59,6,20,vaginal
Alaska,2,2022,2022,August,8,Weekend,1,21:00 - 23:59,7,21,vaginal
Alaska,2,2022,2022,August,8,Weekday,2,00:00 - 02:59,0,62,vaginal
Alaska,2,2022,2022,August,8,Weekday,2,03:00 - 05:59,1,51,vaginal
Alaska,2,2022,2022,August,8,Weekday,2,06:00 - 08:59,2,53,vaginal
Alaska,2,2022,2022,August,8,Weekday,2,09:00 - 11:59,3,56,vaginal
Alaska,2,2022,2022,August,8,Weekday,2,12:00 - 14:59,4,56,vaginal
Alaska,2,2022,2022,August,8,Weekday,2,15:00 - 17:59,5,74,vaginal
Alaska,2,2022,2022,August,8,Weekday,2,18:00 - 20:59,6,64,vaginal
Alaska,2,2022,2022,August,8,Weekday,2,21:00 - 23:59,7,64,vaginal
Alaska,2,2022,2022,September,9,Weekend,1,00:00 - 02:59,0,23,vaginal
Alaska,2,2022,2022,September,9,Weekend,1,03:00 - 05:59,1,18,vaginal
Alaska,2,2022,2022,September,9,Weekend,1,06:00 - 08:59,2,20,vaginal
Alaska,2,2022,2022,September,9,Weekend,1,09:00 - 11:59,3,16,vaginal
Alaska,2,2022,2022,September,9,Weekend,1,12:00 - 14:59,4,23,vaginal
